237068,Pele,98,CF|ST|CAM,FUT ICONS,Icons,Brazil,95,96,93,96,60,76,4,5,12,#50442b,#f9f9f9,#9d8957,237067,112658,2118,54,1,0,0,237067
158023,Messi,98,RM|RW,Paris SG,Ligue 1,Argentina,93,98,97,99,40,77,4,4,5,#efd775,#121653,#705f30,134375751,73,16,52,1,0,0,134375751
165153,Benzema,97,ST|CF,Real Madrid,LaLiga Santander,France,92,97,90,94,45,90,5,4,5,#efd775,#121653,#705f30,84051233,243,53,18,1,0,0,84051233
192985,De Bruyne,97,CAM|CM,Manchester City,Premier League,Belgium,85,94,98,94,81,86,5,4,5,#efd775,#121653,#705f30,117633497,10,13,7,1,0,0,117633497
270425,Zidane,96,CM|CAM,FUT ICONS,Icons,France,85,92,96,95,75,86,5,5,12,#50442b,#f9f9f9,#9d8957,1397,112658,2118,18,1,0,0,1397
237068,Pele,96,CAM|ST|CF,FUT ICONS,Icons,Brazil,96,94,92,95,58,75,4,5,129,#574b15,#f9f9f9,#9d8957,270437,112658,2118,54,1,1,0,270437
192119,Courtois,96,GK,Real Madrid,LaLiga Santander,Belgium,90,95,85,97,60,95,3,1,5,#efd775,#121653,#705f30,67300983,243,53,7,1,0,0,67300983
203376,van Dijk,96,CB,Liverpool,Premier League,Netherlands,88,65,80,83,97,94,3,2,5,#efd775,#121653,#705f30,117643888,9,13,34,1,0,0,117643888
177003,Modric,96,CM,Real Madrid,LaLiga Santander,Croatia,85,86,97,97,85,83,4,4,5,#efd775,#121653,#705f30,117617515,243,53,10,1,0,0,117617515
239085,Haaland,96,CF|ST,Manchester City,Premier League,Norway,96,96,80,88,60,94,4,4,5,#efd775,#121653,#705f30,100902381,10,13,36,1,0,0,100902381
237068,Pele,95,CAM|ST|CF,FUT ICONS,Icons,Brazil,96,93,90,95,56,75,4,5,12,#50442b,#f9f9f9,#9d8957,237068,112658,2118,54,1,0,0,237068
237064,Ronaldo,95,CF|ST,FUT ICONS,Icons,Brazil,95,94,80,94,46,78,5,5,129,#574b15,#f9f9f9,#9d8957,270422,112658,2118,54,1,1,0,270422
270425,Zidane,95,CM|CAM,FUT ICONS,Icons,France,84,91,94,94,73,85,5,5,129,#574b15,#f9f9f9,#9d8957,270425,112658,2118,18,1,1,0,270425
252371,Bellingham,95,CDM|LM|CM,Dortmund,Bundesliga,England,88,88,92,96,90,92,4,4,5,#efd775,#121653,#705f30,134470099,22,19,14,1,0,0,134470099
