237067,Pele,98,CF|ST|CAM,FUT ICONS,Icons,Brazil,95,96,93,96,60,76,4,5,12,#50442b,#f9f9f9,#9d8957,237067,112658,2118,54,1,0,0,237067
37576,Ronaldo,96,CF|ST,FUT ICONS,Icons,Brazil,97,95,81,95,45,76,5,5,12,#50442b,#f9f9f9,#9d8957,37576,112658,2118,54,1,0,0,37576
1397,Zidane,96,CM|CAM,FUT ICONS,Icons,France,85,92,96,95,75,86,5,5,12,#50442b,#f9f9f9,#9d8957,1397,112658,2118,18,1,0,0,1397
270437,Pele,96,CAM|ST|CF,FUT ICONS,Icons,Brazil,96,94,92,95,58,75,4,5,129,#574b15,#f9f9f9,#9d8957,270437,112658,2118,54,1,1,0,270437
237068,Pele,95,CAM|ST|CF,FUT ICONS,Icons,Brazil,96,93,90,95,56,75,4,5,12,#50442b,#f9f9f9,#9d8957,237068,112658,2118,54,1,0,0,237068
270422,Ronaldo,95,CF|ST,FUT ICONS,Icons,Brazil,95,94,80,94,46,78,5,5,129,#574b15,#f9f9f9,#9d8957,270422,112658,2118,54,1,1,0,270422
270425,Zidane,95,CM|CAM,FUT ICONS,Icons,France,84,91,94,94,73,85,5,5,129,#574b15,#f9f9f9,#9d8957,270425,112658,2118,18,1,1,0,270425
254642,Puskas,94,ST|CF,FUT ICONS,Icons,Hungary,91,96,91,92,46,76,3,4,12,#50442b,#f9f9f9,#9d8957,254642,112658,2118,23,1,0,0,254642
190045,Cruyff,94,ST|CF,FUT ICONS,Icons,Netherlands,91,92,91,94,42,73,5,5,12,#50442b,#f9f9f9,#9d8957,190045,112658,2118,34,1,0,0,190045
238380,Yashin,94,GK,FUT ICONS,Icons,Russia,95,89,75,96,60,95,3,1,12,#50442b,#f9f9f9,#9d8957,238380,112658,2118,40,1,0,0,238380
247553,Garrincha,94,RM|RW,FUT ICONS,Icons,Brazil,90,87,94,96,41,68,4,5,12,#50442b,#f9f9f9,#9d8957,247553,112658,2118,54,1,0,0,247553
238439,Maldini,94,LB|CB,FUT ICONS,Icons,Italy,86,56,75,69,96,83,4,2,12,#50442b,#f9f9f9,#9d8957,238439,112658,2118,27,1,0,0,238439
28130,Ronaldinho,94,LM|CAM|LW,FUT ICONS,Icons,Brazil,92,90,91,95,37,81,4,5,12,#50442b,#f9f9f9,#9d8957,28130,112658,2118,54,1,0,0,28130
237064,Ronaldo,94,CF|ST,FUT ICONS,Icons,Brazil,93,93,80,93,46,80,5,5,12,#50442b,#f9f9f9,#9d8957,237064,112658,2118,54,1,0,0,237064
248450,Zidane,94,CM|LM|CAM,FUT ICONS,Icons,France,82,90,93,92,72,83,5,5,12,#50442b,#f9f9f9,#9d8957,248450,112658,2118,18,1,0,0,248450
50489671,Messi,94,RM|RW,Paris SG,Ligue 1,Argentina,85,92,94,97,37,69,4,4,50,#ffffff,#111061,#5f7aff,50489671,73,16,52,1,0,0,50489671
117598535,Messi,94,ST|CF,Paris SG,Ligue 1,Argentina,86,93,94,97,37,70,4,4,138,#ffffff,#277b83,#00d3ba,117598535,73,16,52,1,0,0,117598535
134449475,Mbappe,94,RM|LM|CAM|LW,Paris SG,Ligue 1,France,99,92,85,95,40,82,4,5,138,#ffffff,#277b83,#00d3ba,134449475,73,16,18,1,0,0,134449475
190048,Muller,94,CF|ST,FUT ICONS,Icons,Germany,88,94,77,88,43,76,4,4,12,#50442b,#f9f9f9,#9d8957,190048,112658,2118,21,1,0,0,190048
167135,Capita,93,RWB|CB|RB,FUT ICONS,Icons,Brazil,90,66,81,86,90,87,4,3,12,#50442b,#f9f9f9,#9d8957,167135,112658,2118,54,1,0,0,167135
167198,Cantona,93,ST|CF,FUT ICONS,Icons,France,89,93,90,93,53,92,4,5,12,#50442b,#f9f9f9,#9d8957,167198,112658,2118,18,1,0,0,167198
242519,Eusebio,93,ST|CF,FUT ICONS,Icons,Portugal,94,94,86,93,45,79,5,4,12,#50442b,#f9f9f9,#9d8957,242519,112658,2118,38,1,0,0,242519
166906,Baresi,93,CB,FUT ICONS,Icons,Italy,70,49,76,72,95,82,3,2,12,#50442b,#f9f9f9,#9d8957,166906,112658,2118,27,1,0,0,166906
226764,Best,93,RM|CAM|LW|RW,FUT ICONS,Icons,Northern Ireland,93,91,84,94,58,71,4,4,12,#50442b,#f9f9f9,#9d8957,226764,112658,2118,35,1,0,0,226764
238435,Matthaus,93,CB|CDM|CM,FUT ICONS,Icons,Germany,89,89,90,82,90,85,4,3,12,#50442b,#f9f9f9,#9d8957,238435,112658,2118,21,1,0,0,238435
192181,van Basten,93,CF|ST,FUT ICONS,Icons,Netherlands,83,94,76,89,39,75,4,3,12,#50442b,#f9f9f9,#9d8957,192181,112658,2118,34,1,0,0,192181
1114,Baggio,93,CF|CAM,FUT ICONS,Icons,Italy,86,84,92,92,40,61,4,5,12,#50442b,#f9f9f9,#9d8957,1114,112658,2118,27,1,0,0,1114
214100,Gullit,93,CM|CAM|ST|CF,FUT ICONS,Icons,Netherlands,86,91,91,89,82,90,5,4,12,#50442b,#f9f9f9,#9d8957,214100,112658,2118,34,1,0,0,214100
1625,Henry,93,CF|LW|ST,FUT ICONS,Icons,France,94,91,83,90,53,80,4,4,12,#50442b,#f9f9f9,#9d8957,1625,112658,2118,18,1,0,0,1625
10535,Xavi,93,CM,FUT ICONS,Icons,Spain,81,80,95,93,72,72,3,4,12,#50442b,#f9f9f9,#9d8957,10535,112658,2118,45,1,0,0,10535
50520193,Lewandowski,93,CF|ST,FC Barcelona,LaLiga Santander,Poland,79,93,82,88,47,85,4,4,21,#c4f750,#110956,#ea1765,50520193,241,53,37,1,0,0,50520193
100895043,Mbappe,93,CF|LW|ST,Paris SG,Ligue 1,France,98,91,84,94,39,80,4,5,139,#00cfb7,#550065,#ffbf00,100895043,73,16,18,1,0,0,100895043
270448,Garrincha,93,RM|RW,FUT ICONS,Icons,Brazil,90,87,93,95,41,68,4,5,129,#574b15,#f9f9f9,#9d8957,270448,112658,2118,54,1,1,0,270448
100856281,De Bruyne,93,CAM|CM,Manchester City,Premier League,Belgium,77,90,95,90,67,99,5,4,118,#f6d882,#1e342d,#7b2627,100856281,10,13,7,1,0,0,100856281
5003,Cafu,93,RB|RWB,FUT ICONS,Icons,Brazil,92,58,85,88,91,86,3,4,12,#50442b,#f9f9f9,#9d8957,5003,112658,2118,54,1,0,0,5003
238382,Del Piero,92,CAM|ST|CF,FUT ICONS,Icons,Italy,83,92,89,92,43,67,5,4,12,#50442b,#f9f9f9,#9d8957,238382,112658,2118,27,1,0,0,238382
1088,Nesta,92,CB,FUT ICONS,Icons,Italy,72,42,65,67,94,86,3,2,12,#50442b,#f9f9f9,#9d8957,1088,112658,2118,27,1,0,0,1088
7763,Pirlo,92,CDM|CM,FUT ICONS,Icons,Italy,73,80,95,91,71,67,4,5,12,#50442b,#f9f9f9,#9d8957,7763,112658,2118,27,1,0,0,7763
190044,Moore,92,CB,FUT ICONS,Icons,England,68,64,83,78,93,85,3,2,12,#50442b,#f9f9f9,#9d8957,190044,112658,2118,14,1,0,0,190044
238384,Puyol,92,RB|CB,FUT ICONS,Icons,Spain,70,45,68,58,94,90,3,2,12,#50442b,#f9f9f9,#9d8957,238384,112658,2118,45,1,0,0,238384
250,Beckham,92,CM|RW|RM,FUT ICONS,Icons,England,80,87,95,88,69,82,3,3,12,#50442b,#f9f9f9,#9d8957,250,112658,2118,14,1,0,0,250
