237067,Pelé,95,CAM|CF|ST,ICON,Icons,Brazil,93,94,91,94,58,74,4,5,12,#594d2c,#dbdbdb,#594d2c,237067,112658,2118,54,1,0,,237067
37576,Ronaldo,94,CF|ST,ICON,Icons,Brazil,94,94,79,94,43,75,5,5,12,#594d2c,#dbdbdb,#594d2c,37576,112658,2118,54,1,0,,37576
1397,Zinedine Zidane,94,CM|CAM,ICON,Icons,France,83,90,94,94,73,84,5,5,12,#594d2c,#dbdbdb,#594d2c,1397,112658,2118,18,1,0,,1397
275243,Mia Hamm,93,CAM|CF|RW|ST,ICON,Icons,United States,92,93,86,92,54,81,5,5,12,#594d2c,#dbdbdb,#594d2c,275243,112658,2118,95,1,0,,275243
190045,Johan Cruyff,93,CF|ST,ICON,Icons,Netherlands,90,91,90,93,42,73,5,5,12,#594d2c,#dbdbdb,#594d2c,190045,112658,2118,34,1,0,,190045
28130,Ronaldinho,93,LM|CAM|LW,ICON,Icons,Brazil,91,89,90,95,38,80,4,5,12,#594d2c,#dbdbdb,#594d2c,28130,112658,2118,54,1,0,,28130
238439,Paolo Maldini,92,CB|LB,ICON,Icons,Italy,85,55,74,69,95,82,4,2,12,#594d2c,#dbdbdb,#594d2c,238439,112658,2118,27,1,0,,238439
247553,Garrincha,92,RM|RW,ICON,Icons,Brazil,89,85,92,94,40,66,4,5,12,#594d2c,#dbdbdb,#594d2c,247553,112658,2118,54,1,0,,247553
238380,Lev Yashin,92,GK,ICON,Icons,Russia,93,89,75,94,60,93,3,1,12,#594d2c,#dbdbdb,#594d2c,238380,112658,2118,40,1,0,,238380
254642,Ferenc Puskás,92,CF|ST,ICON,Icons,Hungary,90,94,89,91,45,74,3,4,12,#594d2c,#dbdbdb,#594d2c,254642,112658,2118,23,1,0,,254642
190048,Gerd Müller,92,CF|ST,ICON,Icons,Germany,87,92,76,85,44,74,4,4,12,#594d2c,#dbdbdb,#594d2c,190048,112658,2118,21,1,0,,190048
275276,Birgit Prinz,92,CF|ST,ICON,Icons,Germany,83,92,80,82,52,88,4,3,12,#594d2c,#dbdbdb,#594d2c,275276,112658,2118,21,1,0,,275276
230025,Bobby Charlton,92,CAM|CF,ICON,Icons,England,90,91,87,91,50,74,5,4,12,#594d2c,#dbdbdb,#594d2c,230025,112658,2118,14,1,0,,230025
166906,Franco Baresi,91,CB,ICON,Icons,Italy,73,48,75,70,94,83,3,2,12,#594d2c,#dbdbdb,#594d2c,166906,112658,2118,27,1,0,,166906
227203,Alexia Putellas,91,CM|LW,FC Barcelona,Liga F,Spain,82,90,91,92,72,78,5,5,1,#2c2c2c,#c2c2c1,#727170,227203,116325,2222,45,1,1,1,227203
1114,Roberto Baggio,91,CAM|CF,ICON,Icons,Italy,84,82,90,91,38,60,4,5,12,#594d2c,#dbdbdb,#594d2c,1114,112658,2118,27,1,0,,1114
242519,Eusébio,91,CF|ST,ICON,Icons,Portugal,92,92,84,91,44,77,5,4,12,#594d2c,#dbdbdb,#594d2c,242519,112658,2118,38,1,0,,242519
1625,Thierry Henry,91,CF|ST|LW,ICON,Icons,France,93,90,82,89,51,78,4,4,12,#594d2c,#dbdbdb,#594d2c,1625,112658,2118,18,1,0,,1625
188545,Robert Lewandowski,91,CF|ST,FC Barcelona,LALIGA EA SPORTS,Poland,77,92,82,88,45,85,4,4,3,#e0e0e0,#0f0d0d,#5b5b5b,50520193,241,53,37,1,1,1,50520193
239085,Erling Haaland,91,CF|ST,Manchester City,Premier League,Norway,89,93,66,80,45,88,3,3,1,#2c2c2c,#c2c2c1,#727170,239085,10,13,36,1,1,1,239085
166691,Zico,91,CM|CAM|CF,ICON,Icons,Brazil,89,92,91,91,62,71,5,5,12,#594d2c,#dbdbdb,#594d2c,166691,112658,2118,54,1,0,,166691
167135,Carlos Alberto,91,RWB|RB|CB,ICON,Icons,Brazil,89,64,80,84,88,85,4,3,12,#594d2c,#dbdbdb,#594d2c,167135,112658,2118,54,1,0,,167135
227006,Homare Sawa,91,CM|CAM,ICON,Icons,Japan,84,87,91,91,83,76,4,4,12,#594d2c,#dbdbdb,#594d2c,227006,112658,2118,163,1,0,,227006
5003,Cafu,91,RWB|RB,ICON,Icons,Brazil,90,56,83,85,88,83,3,4,12,#594d2c,#dbdbdb,#594d2c,5003,112658,2118,54,1,0,,5003
192985,Kevin De Bruyne,91,CM|CAM,Manchester City,Premier League,Belgium,72,88,94,87,65,78,5,4,1,#2c2c2c,#c2c2c1,#727170,192985,10,13,7,1,1,1,192985
231747,Kylian Mbappé,91,CF|ST|LW,Paris SG,Ligue 1 Uber Eats,France,97,90,80,92,36,78,4,5,1,#2c2c2c,#c2c2c1,#727170,231747,73,16,18,1,1,1,231747
192181,Marco van Basten,91,CF|ST,ICON,Icons,Netherlands,84,92,74,87,37,73,4,3,12,#594d2c,#dbdbdb,#594d2c,192181,112658,2118,34,1,0,,192181
227125,Sam Kerr,90,CF|ST,Chelsea,Barclays Women’s Super League,Australia,85,88,74,90,42,85,4,4,1,#2c2c2c,#c2c2c1,#727170,227125,116010,2216,195,1,1,1,227125
7763,Andrea Pirlo,90,CDM|CM,ICON,Icons,Italy,73,79,93,89,69,66,4,5,12,#594d2c,#dbdbdb,#594d2c,7763,112658,2118,27,1,0,,7763
192119,Thibaut Courtois,90,GK,Real Madrid,LALIGA EA SPORTS,Belgium,85,89,76,93,46,90,3,1,1,#2c2c2c,#c2c2c1,#727170,192119,243,53,7,1,1,1,192119
5479,Casillas,90,GK,ICON,Icons,Spain,90,88,84,93,59,88,3,1,12,#594d2c,#dbdbdb,#594d2c,5479,112658,2118,45,1,0,,5479
238435,Lothar Matthäus,90,CB|CDM|CM,ICON,Icons,Germany,88,87,88,81,89,82,4,3,12,#594d2c,#dbdbdb,#594d2c,238435,112658,2118,21,1,0,,238435
158023,Lionel Messi,90,CAM|CF|ST,Inter Miami CF,Major League Soccer,Argentina,80,87,90,94,33,64,4,4,1,#2c2c2c,#c2c2c1,#727170,158023,112893,39,52,1,1,1,158023
241667,Aitana Bonmatí,90,CM,FC Barcelona,Liga F,Spain,81,84,83,91,75,73,5,4,1,#2c2c2c,#c2c2c1,#727170,241667,116325,2222,45,1,1,1,241667
227102,Caroline Graham Hansen,90,RM|RW,FC Barcelona,Liga F,Norway,89,86,88,90,47,75,4,5,1,#2c2c2c,#c2c2c1,#727170,227102,116325,2222,36,1,1,1,227102
202126,Harry Kane,90,CF|ST,FC Bayern München,Bundesliga,England,69,93,84,83,49,83,5,3,1,#2c2c2c,#c2c2c1,#727170,202126,21,19,14,1,1,1,202126
227324,Camille Abily,90,CM|CAM,ICON,Icons,France,82,89,90,89,80,78,4,4,12,#594d2c,#dbdbdb,#594d2c,227324,112658,2118,18,1,0,,227324
190044,Bobby Moore,90,CB,ICON,Icons,England,70,62,81,76,92,83,3,2,12,#594d2c,#dbdbdb,#594d2c,190044,112658,2118,14,1,0,,190044
165153,Karim Benzema,90,CF|ST,Al Ittihad,ROSHN Saudi League,France,79,88,83,87,39,78,4,4,1,#2c2c2c,#c2c2c1,#727170,165153,607,350,18,1,1,1,165153
238430,Roberto Carlos,90,LB|LWB,ICON,Icons,Brazil,91,83,83,80,85,86,2,3,12,#594d2c,#dbdbdb,#594d2c,238430,112658,2118,54,1,0,,238430
227324,Camille Abily,90,CM|CAM,ICON,Icons,France,82,89,90,89,80,78,4,4,12,#594d2c,#dbdbdb,#594d2c,227324,112658,2118,18,1,0,,227324
188545,Robert Lewandowski,90,CF|ST,FC Barcelona,LALIGA EA SPORTS,Poland,75,91,80,87,44,84,4,4,1,#2c2c2c,#c2c2c1,#727170,188545,241,53,37,1,1,1,188545
238388,Dennis Bergkamp,90,CAM|CF|ST,ICON,Icons,Netherlands,83,89,84,88,35,76,4,4,12,#594d2c,#dbdbdb,#594d2c,238388,112658,2118,34,1,0,,238388
45661,Raúl,90,CF|ST,ICON,Icons,Spain,86,90,80,88,45,72,4,4,12,#594d2c,#dbdbdb,#594d2c,45661,112658,2118,45,1,0,,45661
10535,Xavi,90,CM,ICON,Icons,Spain,80,76,92,90,69,69,3,4,12,#594d2c,#dbdbdb,#594d2c,10535,112658,2118,45,1,0,,10535
214100,Ruud Gullit,90,CM|CAM|CF|ST,ICON,Icons,Netherlands,85,88,88,86,80,87,5,4,12,#594d2c,#dbdbdb,#594d2c,214100,112658,2118,34,1,0,,214100
4231,Rivaldo,90,LM|CAM|CF|LW,ICON,Icons,Brazil,87,88,87,91,42,75,2,4,12,#594d2c,#dbdbdb,#594d2c,4231,112658,2118,54,1,0,,4231
209331,Mohamed Salah,90,RM|RW,Liverpool,Premier League,Egypt,90,89,82,89,46,78,3,4,3,#e0e0e0,#0f0d0d,#5b5b5b,50540979,9,13,111,1,1,1,50540979
238382,Alessandro Del Piero,90,CAM|CF|ST,ICON,Icons,Italy,83,90,87,91,41,66,5,4,12,#594d2c,#dbdbdb,#594d2c,238382,112658,2118,27,1,0,,238382
238384,Carles Puyol,89,RB|CB,ICON,Icons,Spain,72,46,66,59,91,88,3,2,12,#594d2c,#dbdbdb,#594d2c,238384,112658,2118,45,1,0,,238384
